song_title,artist,나이,성별,장르,분위기,인원수,상황
나의 어깨에 기대어요,10CM,20대 30대,남,발라드,애절한,혼자,감성충전
나의 여름 설명서,재쓰비 (JAESSBEE),20대 30대,남,발라드,애절한,혼자,감성충전
나의 연인(我戀),임창정,20대 30대,남,발라드,애절한,혼자,감성충전
나의 옛날이야기,아이유 (IU),20대 30대,여,발라드,애절한,혼자,감성충전
나의 오랜 연인에게,다비치,10대 20대,여,댄스,신나는,그룹,분위기 띄우기
나이,윤종신,20대 30대,남,발라드,애절한,혼자,감성충전
나이야 가라,하춘화,20대 30대,남,발라드,애절한,혼자,감성충전
나혼자 (ALONE),씨스타,10대 20대,여,댄스,신나는,그룹,분위기 띄우기
나혼자 산다,윤희,20대 30대,남,발라드,애절한,혼자,감성충전
낙서,해서웨이 (hathaw9y),20대 30대,남,발라드,애절한,혼자,감성충전
낙수,버둥,20대 30대,남,발라드,애절한,혼자,감성충전
낙원,나상현씨밴드,20대 30대,남,락,신나는,그룹,분위기 띄우기
낙원 (feat. 이재훈),싸이 (PSY),20대 30대,남,발라드,애절한,듀엣,감성충전
낙인,임재범,20대 30대,남,발라드,애절한,혼자,감성충전
낙하 (with 아이유),AKMU (악뮤),20대 30대,남/여,발라드,애절한,그룹,감성충전
난 너에게,민들레,20대 30대,남,발라드,애절한,혼자,감성충전
난 널 사랑해,신효범,20대 30대,남,발라드,달달,혼자,데이트
난 널 원해,드렁큰 타이거,20대 30대,남,발라드,애절한,혼자,감성충전
난 늘 혼자였죠,페이지 (Page),20대 30대,남,락,신나는,혼자,분위기 띄우기
난 멈추지 않는다,잼 (Zam),20대 30대,남,발라드,애절한,혼자,감성충전
난 알아요 (Club Mix),서태지와 아이들,10대 20대,여,댄스,신나는,그룹,분위기 띄우기
난 이제,최성원,20대 30대,남,발라드,애절한,혼자,감성충전
난 좋아,성시경,20대 30대,남,발라드,달달,혼자,데이트
난 좋아,정준일,20대 30대,남,발라드,달달,혼자,데이트
난로,LUCY,20대 30대,남,락,신나는,그룹,분위기 띄우기
난리나,블락비 (Block B),20대 30대,남,발라드,애절한,혼자,감성충전
난춘 (亂春),새소년,20대 30대,남,발라드,애절한,혼자,감성충전
날 그만 잊어요,거미 (GUMMY),20대 30대,여,발라드,애절한,혼자,감성충전
날 닮은 너,임창정,20대 30대,남,발라드,애절한,혼자,감성충전
날 떠나지마,박진영,20대 30대,남,발라드,애절한,혼자,감성충전
"날 봐, 귀순",대성,20대 30대,남,발라드,애절한,혼자,감성충전
날 사랑하지 말아요,정이한 (더 넛츠),20대 30대,남,발라드,달달,혼자,데이트
날 위로하려거든,윤상,20대 30대,남,발라드,애절한,혼자,감성충전
날 위한 연극 (시나리오),엠씨더맥스 (M.C the MAX),20대 30대,남,발라드,애절한,그룹,고음어필
날 위한 이별,김혜림,20대 30대,남,발라드,우울한,혼자,감성충전
날개 (Feel So Fine),태연 (TAEYEON),20대 30대,여,발라드,애절한,혼자,감성충전
날라리 (LALALAY),선미,20대 30대,여,발라드,애절한,혼자,감성충전
날씨 맑음 (미스티 블루 Cover Song),타루,20대 30대,남,발라드,애절한,혼자,감성충전
남과 여 (feat. 김범수),박선주,20대 30대,남,발라드,애절한,듀엣,감성충전
남극에서 온 편지 (I'll be here),수호 (SUHO),20대 30대,남,발라드,애절한,혼자,감성충전
남남,최성수,20대 30대,남,발라드,애절한,혼자,감성충전
남아있어,임현식 (비투비),10대 20대,남,댄스,신나는,그룹,분위기 띄우기
남아있어 (FEAT. CRUSH),로꼬,10대 20대,남,힙합,신나는,듀엣,분위기 띄우기
남이 될 수 있을까,볼빨간사춘기,10대 20대,여,댄스,신나는,그룹,분위기 띄우기
남자,먼데이 키즈,10대 20대,남,댄스,신나는,그룹,분위기 띄우기
남자는 여자를 귀찮게해,문주란,20대 30대,남,발라드,애절한,혼자,감성충전
남자답게,플라이 투 더 스카이,10대 20대,남,댄스,신나는,그룹,분위기 띄우기
남자를 몰라,버즈,10대 20대,남,댄스,신나는,그룹,분위기 띄우기
남자야,먼데이 키즈,10대 20대,남,댄스,신나는,그룹,분위기 띄우기
남자의 외출,유병조,20대 30대,남,발라드,애절한,혼자,감성충전
남행열차,김수희,20대 30대,남,발라드,애절한,혼자,감성충전
낭만고양이,체리필터 (cherryfilter),10대 20대,여,댄스,신나는,그룹,분위기 띄우기
낮 달,엠씨더맥스 (M.C the MAX),20대 30대,남,발라드,애절한,그룹,고음어필
낮 밤 (feat. 박재범),이영지,20대 30대,남,발라드,애절한,듀엣,감성충전
낮에,임창정,20대 30대,남,발라드,애절한,혼자,감성충전
낮에 뜨는 달 (낮에 뜨는 달 X 안예은),안예은,20대 30대,남,발라드,애절한,혼자,감성충전
낮은 언덕,나비공장2호 (김준성),20대 30대,남,발라드,애절한,혼자,감성충전
내 곁에 있어주,장민호,40대 50대+,여,트로트,신나는,혼자,분위기 띄우기
내 곁에 있어줘,TETE,20대 30대,남,발라드,애절한,혼자,감성충전
내 나이가 어때서,오승근,20대 30대,남,발라드,애절한,혼자,감성충전
내 남은 사랑을 위해,홍경민,20대 30대,남,발라드,달달,혼자,데이트
내 남자 친구에게,핑클 (Fin.K.L),10대 20대,여,댄스,신나는,그룹,분위기 띄우기
내 눈물 모아,휘인 (Whee In),20대 30대,여,발라드,우울한,혼자,감성충전
내 눈물이 하는 말,견우 (Kyunwoo),20대 30대,남,발라드,우울한,혼자,감성충전
내 눈에 별도 없고 내 안에 별도 진 밤,윤기타,20대 30대,남,발라드,애절한,혼자,감성충전
내 마음은,김동률,20대 30대,남,발라드,애절한,혼자,감성충전
내 마음은 너로 가득해서,송이한,20대 30대,남,발라드,애절한,혼자,감성충전
내 마음을 누르는 일 (Daystar),규현 (KYUHYUN),20대 30대,남,발라드,애절한,혼자,감성충전
내 마음의 사진,송가인,40대 50대+,여,트로트,신나는,혼자,분위기 띄우기
내 마음이 그렇대,김세정,20대 30대,여,발라드,애절한,혼자,감성충전
내 마음이 움찔했던 순간,보라미유,20대 30대,남,발라드,애절한,혼자,감성충전
내 맘을 볼 수 있나요,헤이즈 (Heize),20대 30대,여,R&B,달달,혼자,데이트
내 모든 곳에,"2F (신용재, 김원주)",20대 30대,남,발라드,애절한,혼자,감성충전
내 사랑아 곁에 있어줘서,한경일,20대 30대,남,발라드,달달,혼자,데이트
내 삶의 반,한경일,20대 30대,남,발라드,애절한,혼자,감성충전
내 삶의 이유 있음은,김용빈,20대 30대,남,발라드,애절한,혼자,감성충전
내 생에 아름다운,이예준,20대 30대,남,발라드,애절한,혼자,감성충전
내 생에 아름다운,케이윌,20대 30대,남,발라드,애절한,혼자,감성충전
내 손을 잡아,아이유 (IU),20대 30대,여,발라드,애절한,혼자,감성충전
내 안의 그대,서영은,20대 30대,남,발라드,애절한,혼자,감성충전
내 앞에 술 한잔,오창미,20대 30대,남,발라드,애절한,혼자,감성충전
내 이름 맑음,QWER,20대 30대,남,발라드,애절한,혼자,감성충전
내 입술 따뜻한 커피처럼,Colde (콜드),20대 30대,남,R&B,달달,혼자,데이트
내 입술 따뜻한 커피처럼,청하&Colde (콜드),20대 30대,남,R&B,달달,듀엣,데이트
내 입술... 따뜻한 커피처럼,샵,20대 30대,남/여,발라드,애절한,그룹,감성충전
내 행복은 욕심이 맞아,알레프 (ALEPH),20대 30대,남,발라드,애절한,혼자,감성충전
내가 S면 넌 나의 N이 되어줘,TWS (투어스),20대 30대,남,발라드,애절한,혼자,감성충전
"내가 그걸 모를까 2026 (feat. Street Baby, The Quiett, P-TYPE & 한해)",버벌진트 (Verbal Jint),10대 20대,남,힙합,신나는,듀엣,분위기 띄우기
내가 너의 곁에 잠시 살았다는 걸,김연우,20대 30대,남,발라드,애절한,혼자,감성충전
내가 더 나빠,헤이즈 (Heize),20대 30대,여,R&B,달달,혼자,데이트
내가 되었으면,노리플라이,20대 30대,남,발라드,애절한,혼자,감성충전
내가 먼저 너를 정리할게,정연수,20대 30대,남,발라드,애절한,혼자,감성충전
내가 사라졌으면 좋겠어,옥상달빛,20대 30대,남,발라드,애절한,혼자,감성충전
내가 야! 하면 넌 예! (feat. 경서),윤딴딴,20대 30대,남,발라드,애절한,듀엣,감성충전
내가 저지른 사랑,임창정,20대 30대,남,발라드,달달,혼자,데이트
내가 제일 잘 나가,2NE1,10대 20대,여,댄스,신나는,그룹,분위기 띄우기
내가원하는건 (feat. 이지형),서울 전자 음악단,20대 30대,남,발라드,애절한,듀엣,감성충전
내게 남은 세가지,백아연,20대 30대,남,발라드,애절한,혼자,감성충전
내게 사랑이 뭐냐고 물어본다면,로이킴,20대 30대,남,발라드,달달,혼자,데이트
내게 오는 길 (Bonus Track),성시경,20대 30대,남,발라드,애절한,혼자,감성충전
내꺼하자,인피니트,10대 20대,남,댄스,신나는,그룹,분위기 띄우기
내생에 봄날은...,캔 (Can),20대 30대,남,발라드,달달,혼자,데이트
내아픔 아시는 당신께,조하문,20대 30대,남,발라드,애절한,혼자,감성충전
내일 할 일,윤종신&성시경,20대 30대,남,발라드,애절한,듀엣,감성충전
내일이면,차우주,20대 30대,남,발라드,애절한,혼자,감성충전
내최애는송태섭이다,기프트 (GIFT),20대 30대,남,발라드,애절한,혼자,감성충전
냥 (Nyang),서이브(SEO EVE),20대 30대,남,락,신나는,혼자,분위기 띄우기
너 (Original),이정현,20대 30대,남,발라드,애절한,혼자,감성충전
너 같은 여잘,버나드 박,20대 30대,남,발라드,애절한,혼자,감성충전
너 때문에 미쳐,티아라 (T-ara),10대 20대,여,댄스,신나는,그룹,분위기 띄우기
너 떠난 후에,홍자,20대 30대,남,발라드,애절한,혼자,감성충전
너 사용법,에디킴,20대 30대,남,발라드,애절한,혼자,감성충전
너 아니면 안돼,예성 (YESUNG),20대 30대,남,발라드,애절한,혼자,감성충전
너 없이 너에게,"2F (신용재, 김원주)",20대 30대,남,발라드,애절한,혼자,감성충전
너 없인 안 된다,비투비,10대 20대,남,댄스,신나는,그룹,분위기 띄우기
너 옆으로 떨어지는 빛,정고래,20대 30대,남,발라드,애절한,혼자,감성충전
너 하나만을 위해,구본승,20대 30대,남,발라드,애절한,혼자,감성충전
"너, 너 (N번째 연애 X 휘인 (Whee In))",휘인 (Whee In),20대 30대,여,발라드,애절한,혼자,감성충전
너는 나의 봄이다,성시경,20대 30대,남,발라드,달달,혼자,데이트
너는 내 남자,배아현,20대 30대,남,발라드,애절한,혼자,감성충전
너는 너라서 잘 모르겠지만,새봄 (saevom)&설경&임소정&윤한솔&박재우,20대 30대,남,발라드,애절한,듀엣,감성충전
너는 사랑이다,서인영,20대 30대,남,발라드,달달,혼자,데이트
너는 어땠을까,노을,10대 20대,남,댄스,신나는,그룹,분위기 띄우기
너도 그냥 날 놓아주면 돼,윤건,20대 30대,남,발라드,애절한,혼자,감성충전
너도 나와 같을까,Flutter (플러터),20대 30대,남,발라드,애절한,혼자,감성충전
너라는 별,고추잠자리,20대 30대,남,발라드,애절한,혼자,감성충전
너라는 이유 (Vocal by 김선호),에피톤 프로젝트,20대 30대,남,발라드,애절한,혼자,감성충전
너라서,한경일,20대 30대,남,발라드,애절한,혼자,감성충전
너라서 다 좋았나 봐,반하나,20대 30대,남,발라드,애절한,혼자,감성충전
너라서 좋았다,지훈,20대 30대,남,발라드,애절한,혼자,감성충전
너란 봄 (FEAT. 하림),정은지,20대 30대,여,발라드,달달,듀엣,데이트
너랑,멜로망스,10대 20대,남,댄스,신나는,그룹,분위기 띄우기
너랑 나,아이유 (IU),20대 30대,여,발라드,애절한,혼자,감성충전
너랑만 해 (feat. 이결),리제,20대 30대,남,발라드,애절한,듀엣,감성충전
너를,브라운 아이드 소울,10대 20대,남,댄스,신나는,그룹,분위기 띄우기
너를 만나,폴킴,20대 30대,남,발라드,애절한,혼자,감성충전
너를 보내고,YB (윤도현 밴드),20대 30대,남,락,신나는,그룹,분위기 띄우기
너를 사랑하고도,서영은,20대 30대,남,발라드,달달,혼자,데이트
너를 사랑해 (feat. 하대환),S.E.S.,10대 20대,여,댄스,신나는,그룹,분위기 띄우기
너를 생각해,주시크 (Joosiq),20대 30대,남,발라드,애절한,혼자,감성충전
너를 위해,임재범,20대 30대,남,발라드,애절한,혼자,감성충전
너를 찾아 걷네,하동균,20대 30대,남,발라드,애절한,혼자,감성충전
너를 품에 안으면,임창정,20대 30대,남,발라드,애절한,혼자,감성충전
너를 품에 안으면,컬트,20대 30대,남,발라드,애절한,혼자,감성충전
너를 향한 마음,이승환,20대 30대,남,발라드,애절한,혼자,감성충전
너만을 느끼며,정우&유연석&손호준,20대 30대,남,발라드,애절한,듀엣,감성충전
너만을 느끼며 (feat. 티파니 & 수영),더 블루 (The Blue),20대 30대,남,발라드,애절한,듀엣,감성충전
너말고 니언니 (Original),이지라이프,20대 30대,남,락,신나는,혼자,분위기 띄우기
너무 보고싶어,어쿠스틱 콜라보,20대 30대,남,발라드,애절한,혼자,감성충전
너무 아픈 사랑은 사랑이 아니었음을,김기태,20대 30대,남,발라드,달달,혼자,데이트
너무너무너무,아이오아이 (I.O.I),10대 20대,여,댄스,신나는,그룹,분위기 띄우기
너에 대한 모든 것,로코베리,20대 30대,남,발라드,애절한,혼자,감성충전
너에게,윤상,20대 30대,남,발라드,애절한,혼자,감성충전
너에게 (To You),윤아 (YOONA)&이상순,20대 30대,남,발라드,애절한,듀엣,감성충전
너에게 꼭 말하고 싶은 게 있어,경서예지,20대 30대,남,발라드,애절한,혼자,감성충전
"너에게 난, 나에게 넌",미도와 파라솔,20대 30대,남,발라드,애절한,혼자,감성충전
너에게 닿기를,10CM,20대 30대,남,발라드,애절한,혼자,감성충전
너에게 닿을게,정승환,20대 30대,남,발라드,애절한,혼자,감성충전
너에게 못했던 내 마지막 말은,다비치,10대 20대,여,댄스,신나는,그룹,분위기 띄우기
너에게 보내는 마지막 편지 (Feat. 이장우),015B,20대 30대,남,발라드,애절한,듀엣,감성충전
너에게 쓰는 편지,MC몽,10대 20대,남,힙합,신나는,혼자,분위기 띄우기
너에게 주고 싶은 세 가지 (REMAKE),크루셜스타 (CRUCiAL STAR),20대 30대,남,발라드,애절한,혼자,감성충전
너에게로 또 다시,변진섭,20대 30대,남,발라드,애절한,혼자,감성충전
너에게로 또다시,변진섭,20대 30대,남,발라드,애절한,혼자,감성충전
너였다면,정승환,20대 30대,남,발라드,애절한,혼자,감성충전
너였어,장윤정,40대 50대+,여,트로트,신나는,혼자,분위기 띄우기
너와 나는 이제 남이니까,이소정,20대 30대,남,발라드,애절한,혼자,감성충전
너와 나의 거리 (Selene 6.23),SHINee (샤이니),10대 20대,남,댄스,신나는,그룹,분위기 띄우기
너와 함께,이은하,20대 30대,남,발라드,애절한,혼자,감성충전
너와의 모든 지금,재쓰비 (JAESSBEE),20대 30대,남,발라드,애절한,혼자,감성충전
너의 곁에 내가,이승기,20대 30대,남,발라드,애절한,혼자,감성충전
너의 꿈에 부치는 편지,임창정,20대 30대,남,발라드,애절한,혼자,감성충전
너의 마음을 내게 준다면,핑클 (Fin.K.L),10대 20대,여,댄스,신나는,그룹,분위기 띄우기
너의 모든 순간,성시경,20대 30대,남,발라드,애절한,혼자,감성충전
너의 목소리가 들려,엠씨더맥스 (M.C the MAX),20대 30대,남,발라드,애절한,그룹,고음어필
너의 번호를 누르고,김나영,20대 30대,남,발라드,애절한,혼자,감성충전
너의 번호를 누르고 (Prod. 영화처럼),#안녕,20대 30대,남,발라드,애절한,혼자,감성충전
너의 온기가 되어줄게,베이빌론 (Babylon),20대 30대,남,발라드,애절한,혼자,감성충전
너의 잠을 채워줄게,폴킴,20대 30대,남,발라드,애절한,혼자,감성충전
너의 집 앞 놀이터에서,김므즈,20대 30대,남,발라드,애절한,혼자,감성충전
너의 흔적,엠씨더맥스 (M.C the MAX),20대 30대,남,발라드,애절한,그룹,고음어필
너인데,도겸,20대 30대,남,발라드,애절한,혼자,감성충전
너희가 힙합을 아느냐?,드렁큰 타이거,20대 30대,남,발라드,애절한,혼자,감성충전
넋,40,20대 30대,남,발라드,애절한,혼자,감성충전
넋두리,닐로(Nilo),20대 30대,남,발라드,애절한,혼자,감성충전
넌 나의 전부 (I can't take my eyes off you),임한별,20대 30대,남,발라드,애절한,혼자,감성충전
넌 날 잊지 못할거야,김채현 (Kep1er),10대 20대,여,댄스,신나는,그룹,분위기 띄우기
넌 남이 아냐 (House ver.),이오에스 (EOS),20대 30대,남,발라드,애절한,혼자,감성충전
넌 내가 보고 싶지 않나 봐,신예영,20대 30대,남,발라드,애절한,혼자,감성충전
널 너무 모르고,헤이즈 (Heize),20대 30대,여,R&B,달달,혼자,데이트
널 사랑하지 않아,어반자카파,20대 30대,남/여,발라드,달달,그룹,데이트
널 사랑할 걸 그랬어,한경일,20대 30대,남,발라드,달달,혼자,데이트
널 사랑했던 한 사람,펀치 (Punch),20대 30대,여,발라드,달달,혼자,데이트
널 알고 싶어 (드라마 열두밤 OST),스텔라장 (Stella Jang),20대 30대,남,발라드,애절한,혼자,감성충전
널 좋아하나 봄,하리,20대 30대,남,발라드,달달,혼자,데이트
널 향해 달리기,전기뱀장어,20대 30대,남,발라드,애절한,혼자,감성충전
널 헷갈리게 하면 안 돼,Housekeepers (하우스키퍼스),20대 30대,남,발라드,애절한,혼자,감성충전
널만나러가는길이야,래원 (Layone),20대 30대,남,발라드,애절한,혼자,감성충전
넘어와 (Feat. 백예린),딘 (DEAN),20대 30대,남,발라드,애절한,듀엣,감성충전
넘쳐흘러,엠씨더맥스 (M.C the MAX),20대 30대,남,발라드,애절한,그룹,고음어필
네 생각,존박,20대 30대,남,발라드,애절한,혼자,감성충전
네가 내 마음에 자리 잡았다 (Into You),엔플라잉 (N.Flying),20대 30대,남,락,신나는,그룹,분위기 띄우기
네가 보고 싶은 건 자연스러운 거겠지,신예영,20대 30대,남,발라드,애절한,혼자,감성충전
네가 없인 어차피 겨울이야 (Feat. Vahn),숨셔,20대 30대,남,발라드,애절한,듀엣,감성충전
"네가 원하는 대로 ! (feat. B JYUN., 려진)",whvts (와츠),20대 30대,남,발라드,애절한,듀엣,감성충전
네게 난,주영,20대 30대,남,발라드,애절한,혼자,감성충전
네모네모,YENA (최예나),20대 30대,남,발라드,애절한,혼자,감성충전
네모의 꿈,아이유 (IU),20대 30대,여,발라드,애절한,혼자,감성충전
네박자,송대관,40대 50대+,여,트로트,신나는,혼자,분위기 띄우기
네잎클로버,정동원 (JD1),40대 50대+,여,트로트,신나는,혼자,분위기 띄우기
노노노노노,하수빈,20대 30대,남,발라드,애절한,혼자,감성충전
노란샤쓰의 사나이,한명숙,20대 30대,남,발라드,애절한,혼자,감성충전
노래,Zion.T,20대 30대,남,R&B,달달,혼자,데이트
노래 (The Song),비투비,10대 20대,남,댄스,신나는,그룹,분위기 띄우기
노래 불러,원 모어 찬스,20대 30대,남,발라드,애절한,혼자,감성충전
노래가 늘었어,에일리(Ailee),20대 30대,여,발라드,애절한,혼자,고음어필
노래방에서,장범준,20대 30대,남,발라드,애절한,혼자,감성충전
노래하며 춤추며,계은숙,20대 30대,남,발라드,애절한,혼자,감성충전
노력,박원,20대 30대,남,발라드,애절한,혼자,감성충전
노스트라 다무스 (Remix ver.),터보,10대 20대,남,댄스,신나는,그룹,분위기 띄우기
녹슨 가슴,먼데이 키즈,10대 20대,남,댄스,신나는,그룹,분위기 띄우기
녹아내려요,DAY6 (데이식스),10대 20대,남,댄스,신나는,그룹,분위기 띄우기
녹턴 (Nocturn),이은미,20대 30대,남,발라드,애절한,혼자,감성충전
놓아 놓아 놓아,DAY6 (데이식스),10대 20대,남,댄스,신나는,그룹,분위기 띄우기
놓아줘 (with 태연),Crush,20대 30대,남,R&B,달달,듀엣,데이트
누구보다 널 사랑해,비쥬 (Bijou),20대 30대,남,발라드,달달,혼자,데이트
누군가의 빛나던 (Album Ver.),위수 (WISUE),20대 30대,남,발라드,애절한,혼자,감성충전
누난 너무 예뻐 (Replay),SHINee (샤이니),10대 20대,남,댄스,신나는,그룹,분위기 띄우기
눈,이고도,20대 30대,남,발라드,애절한,혼자,감성충전
눈 (Feat. 이문세),Zion.T,20대 30대,남,R&B,달달,듀엣,데이트
눈 (Prod. GIRIBOY),호치키스 (HOTCHKISS),20대 30대,남,발라드,애절한,혼자,감성충전
눈 떠보니 이별이더라,포맨 (4MEN),10대 20대,남,댄스,신나는,그룹,감성충전
눈꽃을 닮은 너에게,모브닝(Movning),20대 30대,남,발라드,애절한,혼자,감성충전
눈뜨고 있는한,강문경,20대 30대,남,발라드,애절한,혼자,감성충전
눈물,엠씨더맥스 (M.C the MAX),20대 30대,남,발라드,우울한,그룹,감성충전
눈물 (FEAT.유진 OF 더 씨야),리쌍,10대 20대,남,댄스,신나는,그룹,감성충전
눈물 (영화 파리넬리 中 헨델곡 '울게 하소서' Lascia Ch'io Pianga Intro 인용),플라워,20대 30대,남,락,신나는,혼자,감성충전
눈물 아닌 날들,김윤아,20대 30대,남,락,신나는,혼자,감성충전
눈물나는 날에는,푸른 하늘,20대 30대,남,발라드,우울한,혼자,감성충전
눈물로 시를 써도,이승환,20대 30대,남,발라드,우울한,혼자,감성충전
눈물샤워 (feat .에일리),배치기,10대 20대,남,댄스,신나는,그룹,감성충전
눈물연못,케이윌,20대 30대,남,발라드,우울한,혼자,감성충전
눈물이 뚝뚝,케이윌,20대 30대,남,발라드,우울한,혼자,감성충전
눈물이 많아서,수지 (Suzy),20대 30대,남,발라드,우울한,혼자,감성충전
눈물이 맘을 훔쳐서,에일리(Ailee),20대 30대,여,발라드,우울한,혼자,감성충전
눈물이 안났어,임정희,20대 30대,남,발라드,우울한,혼자,감성충전
눈물젖은 두만강,김정구,20대 30대,남,발라드,우울한,혼자,감성충전
눈물참기,QWER,20대 30대,남,발라드,우울한,혼자,감성충전
눈빛은 계이름(The melody of your eyes),Fatou (블랙스완),20대 30대,남,발라드,애절한,혼자,감성충전
눈사람,정승환,20대 30대,남,발라드,애절한,혼자,감성충전
눈에 넣어도,SUMI,20대 30대,남,발라드,애절한,혼자,감성충전
눈의 꽃,박효신,20대 30대,남,발라드,애절한,혼자,감성충전
눈의꽃 (Original Title: 雪の華),박효신,20대 30대,남,발라드,애절한,혼자,감성충전
눈이,HUS (허밍어반스테레오),20대 30대,남,발라드,애절한,혼자,감성충전
눈이 오잖아(Feat.헤이즈),이무진,20대 30대,남,발라드,애절한,듀엣,감성충전
느낌이 좋아,신지,20대 30대,남,발라드,달달,혼자,데이트
느좋랩,비지 (Bizzy),20대 30대,남,발라드,애절한,혼자,감성충전
늑대와 미녀 (Wolf),EXO,10대 20대,남,댄스,신나는,그룹,분위기 띄우기
늑대와 함께 춤을,임창정,20대 30대,남,발라드,애절한,혼자,감성충전
늘 묻고 싶던 말,이지형,20대 30대,남,락,신나는,혼자,분위기 띄우기
늘 지금처럼,이예린,20대 30대,여,발라드,애절한,혼자,감성충전
늦가을,규현 (KYUHYUN),20대 30대,남,발라드,애절한,혼자,감성충전
늦은 말 (Promise),도영 (DOYOUNG),20대 30대,남,발라드,애절한,혼자,감성충전
늦은 밤 너의 집 앞 골목길에서,노을,10대 20대,남,댄스,신나는,그룹,분위기 띄우기
늦은 밤 헤어지긴 너무 아쉬워,케이시 (Kassy),20대 30대,여,발라드,애절한,혼자,감성충전
늦은 새벽,빌리어코스티,20대 30대,남,발라드,애절한,혼자,감성충전
늦은 후회,보보 (Bobo),20대 30대,남,발라드,우울한,혼자,감성충전
늦은 후회,조현아 (어반자카파),20대 30대,남/여,발라드,우울한,그룹,감성충전
늦지 않았음을,송재호,20대 30대,남,발라드,애절한,혼자,감성충전
니 번호가 뜨는 일,이예준,20대 30대,남,발라드,애절한,혼자,감성충전
니 소식,송하예,20대 30대,남,발라드,애절한,혼자,감성충전
니 소식2,송하예,20대 30대,남,발라드,애절한,혼자,감성충전
니가 떠난 그날,먼데이 키즈,10대 20대,남,댄스,신나는,그룹,분위기 띄우기
니가 생각나는 밤이야,써니힐,10대 20대,여,댄스,신나는,그룹,분위기 띄우기
니가 싫어,어반자카파,20대 30대,남/여,발라드,애절한,그룹,감성충전
니가 싫어 (Feat. SUMIN),미란이 (MIRANI),20대 30대,남,발라드,애절한,듀엣,감성충전
니가 왜 거기서 나와 (Narr. 고은아),영탁,40대 50대+,여,트로트,신나는,혼자,분위기 띄우기
니가 있어야 할 곳 (Prod. 김태우),지오디 (god),10대 20대,남,댄스,신나는,그룹,분위기 띄우기
니가 필요해 (I NEED YOU),케이윌,20대 30대,남,발라드,애절한,혼자,감성충전
니가 하면 로맨스 (FEAT.다비치),케이윌,20대 30대,남,발라드,애절한,듀엣,감성충전
님 (창살 없는 감옥),박재란,20대 30대,남,발라드,애절한,혼자,감성충전
다 말해도 돼,짙은&신지훈,20대 30대,남,발라드,애절한,듀엣,감성충전
다른 남자 말고 너,미쓰 에이,20대 30대,남,발라드,애절한,혼자,감성충전
다른사람을 사랑하고 있어,수지 (Suzy),20대 30대,남,발라드,달달,혼자,데이트
다시 (feat. 유재석),터보,10대 20대,남,댄스,신나는,그룹,분위기 띄우기
"다시 1,2,3,4",정동원 (JD1),40대 50대+,여,트로트,신나는,혼자,분위기 띄우기
다시 그대를 사랑합니다,정혜린 (Jung Hye Rin),20대 30대,여,발라드,달달,혼자,데이트
다시 만나 줘,업타운,20대 30대,남,발라드,애절한,혼자,감성충전
다시 만나면 안될까,송하예,20대 30대,남,발라드,애절한,혼자,감성충전
다시 만난 세계 (Into The New World),소녀시대 (GIRLS' GENERATION),10대 20대,여,댄스,신나는,그룹,분위기 띄우기
다시 만날 수 있을까,임영웅,30대 40대 50대+,여,트로트,달달,혼자,감성충전
다시 만날까 봐,V.O.S,20대 30대,남,발라드,애절한,그룹,감성충전
다시 만날까 봐 (Prod.V.O.S),이예준,20대 30대,남,발라드,애절한,혼자,감성충전
다시 사랑 할 수 있을까 (Feat. 다비치),포맨 (4MEN),10대 20대,남,댄스,신나는,그룹,분위기 띄우기
다시 사랑한다면,도원경,20대 30대,남,발라드,달달,혼자,데이트
다시 사랑한다면 (니글니글 버터플라이),김필,20대 30대,남,발라드,달달,혼자,데이트
다시 여기 바닷가,"싹쓰리 (유두래곤, 린다G, 비룡)",20대 30대,여,발라드,애절한,혼자,감성충전
다시 와주라,바이브,20대 30대,남,락,신나는,혼자,분위기 띄우기
다시 처음으로,란 (RAN),20대 30대,남,발라드,애절한,혼자,감성충전
"다시, 다시 만나",극동아시아타이거즈,20대 30대,남,발라드,애절한,혼자,감성충전
다시는 없다,스윗소로우 (SWEET SORROW),20대 30대,남,발라드,애절한,혼자,감성충전
다이어리,나비 (Navi),20대 30대,남,발라드,애절한,혼자,감성충전
다정히 내 이름을 부르면,경서예지&전건호,20대 30대,남,발라드,애절한,듀엣,감성충전
다정히 내 이름을 부르면,전건호,20대 30대,남,발라드,애절한,혼자,감성충전
다짐 (feat. 김구),조성모,20대 30대,남,발라드,애절한,듀엣,감성충전
다행이다,이적,20대 30대,남,발라드,애절한,혼자,감성충전
단,김돈규,20대 30대,남,발라드,애절한,혼자,감성충전
단 하루 하루만 내 여자친구가 돼줄래,BAE173 (비에이이173),20대 30대,남,발라드,애절한,혼자,감성충전
단장의 미아리고개,이해연,20대 30대,남,발라드,애절한,혼자,감성충전
닫혀진 사랑을 향해,엠씨더맥스 (M.C the MAX),20대 30대,남,발라드,달달,그룹,데이트
달그림 (Vocal 이형은),소울 페이퍼,20대 30대,남,발라드,애절한,혼자,감성충전
달라달라,ITZY (있지),10대 20대,여,댄스,신나는,그룹,분위기 띄우기
달리 표현할 수 없어요,로이킴,20대 30대,남,발라드,애절한,혼자,감성충전
달리기,한예지,20대 30대,남,발라드,애절한,혼자,감성충전
달리자,이혁,20대 30대,남,발라드,애절한,혼자,감성충전
